Store,AverageSales,AverageCustomers
151,6755.764102564102,652.0076923076923
152,5541.939666238768,621.403080872914
153,7066.812580231065,633.8793324775353
154,8737.57362355954,737.4302176696543
155,6886.852327447833,660.3081861958267
156,6961.611253196931,712.6202046035805
157,9722.790757381257,989.8305519897305
158,8156.865211810013,519.9845956354301
159,7748.60834670947,695.9727126805778
160,5730.658130601792,559.1843790012804
161,7252.598202824133,819.2182284980745
162,7768.131882202305,555.6952624839948
163,7298.706632653061,870.8048469387755
164,6210.218298555377,633.4333868378812
165,3996.8344051446948,422.65434083601286
166,5819.24646983312,817.2682926829268
167,9295.779487179487,1055.1846153846154
168,7517.148005148005,731.2445302445302
169,7218.92819843342,687.9164490861618
170,5009.441591784339,543.7625160462131
171,8429.147625160462,867.2451861360719
172,6981.672025723473,868.9019292604502
173,8232.783163265307,1006.5369897959183
174,5936.540192926045,479.5225080385852
175,5784.548469387755,690.7079081632653
176,5278.177150192554,631.9987163029525
177,3994.096153846154,485.2769230769231
178,10089.92564102564,923.5653846153846
179,7295.274711168165,955.8318356867779
180,7220.061224489796,843.2385204081633
181,6382.698234349919,668.7897271268058
182,5304.654289372599,417.79385403329064
183,4821.335515548281,601.0360065466449
184,6594.2972972972975,595.6679536679536
185,7170.617346938776,545.2283163265306
186,3783.83922829582,381.0594855305466
187,6279.7334183673465,775.7079081632653
188,4986.952503209242,438.2400513478819
189,8762.929396662388,837.1258023106546
190,7198.954983922829,656.104501607717
191,6838.9372990353695,713.8585209003215
192,9016.834405144695,645.4131832797427
193,5362.036036036036,781.6589446589446
194,4829.492921492922,417.6499356499356
195,10713.17971758665,1298.4403080872914
196,5216.3363171355495,696.8529411764706
197,6846.668367346939,842.280612244898
198,2900.6048593350383,338.4782608695652
199,7955.697047496791,624.5827984595635
200,7729.5442875481385,967.6534017971759
201,5249.351732991014,444.21566110397947
202,6065.797695262484,509.39180537772086
203,6775.240409207161,882.5498721227622
204,5486.247588424438,524.1784565916398
205,6536.820153061224,879.1862244897959
206,7157.551989730424,799.9050064184852
207,11184.206632653062,1300.3813775510205
208,2936.2908163265306,413.4719387755102
209,5587.78231292517,577.1916099773242
210,3193.98459563543,326.25930680359437
211,12994.345663265307,1485.8048469387754
212,4775.656887755102,460.7576530612245
213,8131.0410783055195,652.6662387676508
214,9331.875481386392,715.4505776636714
215,6313.492753623188,490.28341384863126
216,7226.775773195876,887.6726804123712
217,4700.8877551020405,642.8801020408164
218,5018.577170418006,696.3987138263666
219,3133.712451861361,406.4441591784339
220,4906.432989690722,644.6237113402062
221,5821.838010204082,552.75
222,4982.456632653061,561.5637755102041
223,7232.875959079284,738.7161125319693
224,6629.749034749035,478.66023166023166
225,5197.0,556.3260869565217
226,7257.290653008963,703.01152368758
227,6020.447916666667,561.15625
228,7946.139922978177,593.1168164313223
229,8645.36328626444,734.2516046213094
230,7561.640306122449,940.2270408163265
231,4770.279742765273,394.5016077170418
232,3372.351174934726,303.8355091383812
233,9431.089628681179,1031.6658130601793
234,11072.315789473685,1024.721437740693
235,5935.44814340589,501.12932138284253
236,7119.563775510204,864.7882653061224
237,4535.991071428572,574.7308673469388
238,7661.718015665796,1101.3577023498694
239,5071.210526315789,472.0680359435173
240,4812.035714285715,459.75382653061223
241,6583.227214377407,704.7188703465982
242,4093.0947503201023,365.84635083226635
243,7074.07062600321,953.4670947030497
244,5271.098844672657,540.3427471116817
245,8897.663252240716,1020.7567221510883
246,7081.054846938776,937.2997448979592
247,8576.710627400767,683.966709346991
248,8362.170918367347,1112.5357142857142
249,5285.823979591837,537.734693877551
250,8470.623559539052,657.9385403329065
251,19123.068035943517,2450.4929396662387
252,10615.512195121952,809.630295250321
253,5746.724005134788,690.7137355584082
254,3005.9833119383825,258.6739409499358
255,6271.130937098845,640.3632862644416
256,9832.87886597938,1247.194587628866
257,5335.585459183673,632.0102040816327
258,5642.096463022508,493.88585209003213
259,11643.638412017168,2372.296137339056
260,6559.997448979592,911.4489795918367
261,12616.487804878048,948.9345314505777
262,20718.51592356688,3402.0106157112527
263,3707.516077170418,355.85530546623795
264,7234.240157480315,954.3753280839895
265,4954.829268292683,503.25545571245186
266,4389.757692307692,531.3884615384616
267,9289.160714285714,1124.515306122449
268,4881.173469387755,598.0293367346939
269,9346.706033376124,1231.1001283697049
270,9291.623724489797,1205.0676020408164
271,7841.691025641026,791.8602564102564
272,6237.314980793854,629.5608194622279
273,7059.648267008986,703.6521181001284
274,4070.8283261802576,992.7414163090128
275,7443.842443729904,749.2974276527331
276,4091.1948717948717,520.9487179487179
277,6444.519292604502,535.2459807073955
278,7142.1670918367345,792.5994897959183
279,8881.08988764045,667.5329052969503
280,6267.489060489061,521.0592020592021
281,5860.617346938776,549.6543367346939
282,4408.584183673469,640.983418367347
283,7114.1591639871385,718.3263665594856
284,5413.250803858521,449.93247588424435
285,5154.924455825864,470.2381562099872
286,4927.8202824133505,430.45571245186136
287,8152.400321543409,818.9983922829582
288,5625.733118971061,422.5176848874598
289,6321.227912932139,553.7093469910371
290,7014.1578947368425,682.7060333761233
291,8023.039743589744,840.35
292,5774.090078328982,706.5221932114882
293,6257.765006385696,815.3754789272031
294,5770.280409731114,766.0243277848912
295,5285.4311454311455,670.980694980695
296,6963.460947503201,754.8079385403329
297,6992.070785070785,719.9305019305019
298,8398.617363344052,691.2845659163987
299,6235.306122448979,682.8287981859411
300,7077.595907928388,878.6918158567775
301,5538.441326530612,596.1428571428571
302,3742.2842509603074,323.3393085787452
303,6180.086049543676,673.122555410691
304,7067.702806122449,1055.938775510204
305,5347.341869398208,507.4583866837388
306,4368.86655948553,467.87942122186496
307,2703.7365728900254,307.8056265984655
308,9353.162760416666,938.48046875
309,6971.319640564827,591.0320924261874
310,8236.363433667782,699.670011148272
311,6638.587708066581,789.1587708066581
312,5568.157490396927,538.6530089628682
313,7075.494884910486,707.0140664961637
314,5137.715019255455,571.2580231065468
315,4252.410714285715,449.57270408163265
316,9855.62516046213,901.8382541720154
317,5379.4855305466235,579.3183279742765
318,7527.716666666666,658.7461538461539
319,7787.076530612245,843.6849489795918
320,14834.461734693878,2063.123724489796
321,5958.317948717949,585.4641025641025
322,5021.1726342711,547.8670076726343
323,7365.359435173299,621.1424903722722
324,5687.985897435898,721.7346153846154
325,6484.645699614891,673.0603337612323
326,5008.903722721438,418.74197689345317
327,7728.242930591259,929.4832904884319
328,4432.029525032092,520.3992297817715
329,6912.716302952504,620.5211810012837
330,4166.6379974326055,447.5545571245186
331,6160.85622593068,820.2053915275994
332,3728.5666666666666,501.4974358974359
333,9773.190051020409,1267.109693877551
334,5428.385109114249,562.1399229781772
335,13313.93949044586,2385.2823779193204
336,13910.661538461538,1960.3115384615385
337,5049.653008962868,383.93085787451986
338,7217.95390524968,624.7311139564661
339,5133.638888888889,679.3597883597884
340,6485.642857142857,715.0382653061224
341,5511.534017971759,750.1347881899871
342,11104.138486312399,849.7342995169082
343,7199.365853658536,702.1591784338896
344,8481.108418367347,1139.4107142857142
345,4559.585209003216,494.37781350482317
346,6830.500641848524,619.6983311938383
347,4804.190476190476,386.68468468468467
348,8802.97487437186,735.5577889447236
349,8159.215714285714,829.59
350,7013.133162612035,529.4135723431498
351,6046.867779204108,518.8241335044929
352,6692.232142857143,636.954081632653
353,5645.298603651987,1449.5273899033298
354,8390.581514762516,705.4518613607189
355,9148.811224489797,1101.6632653061224
356,5719.281853281854,435.8018018018018
357,7795.470052083333,1017.171875
358,10306.111681643133,1122.591784338896
359,6851.255455712452,611.9499358151476
360,6935.459183673469,756.5408163265306
361,6266.883333333333,637.8230769230769
362,9376.65556978233,1150.6184379001281
363,7134.2002551020405,937.0854591836735
364,4553.114137483787,567.6264591439689
365,5440.594202898551,587.2061191626409
366,6196.76282051282,600.9282051282051
367,5254.238520408163,542.7895408163265
368,9686.268983268983,712.8803088803089
369,6856.559539052497,577.2855313700384
370,7649.643132220795,635.6328626444159
371,6889.756722151088,544.4110115236875
372,8786.206675224646,759.2991014120668
373,4530.5032175032175,316.5444015444015
374,7009.673469387755,829.7359693877551
375,9164.384615384615,758.975641025641
376,8460.12015503876,949.9612403100775
377,7818.526785714285,969.4145408163265
378,6324.801026957638,970.1566110397946
379,3902.220663265306,467.5395408163265
380,14456.580231065469,1380.4557124518615
381,9001.555128205127,965.1910256410256
382,7985.847435897436,651.2410256410257
383,17294.716666666667,2205.4474358974358
384,8871.575447570332,998.8554987212276
385,7348.519292604502,654.5530546623794
386,8029.541720154044,645.3966623876765
387,9362.590078328982,1195.8015665796345
388,10257.920410783056,1096.4454428754814
389,10337.401785714286,1265.4107142857142
390,11568.65641025641,1067.3897435897436
391,5719.555989583333,690.5260416666666
392,7279.428754813864,718.0821566110397
393,5903.06675224647,587.2567394094993
394,8353.245838668374,661.8719590268886
395,3989.1347881899874,519.6546854942234
396,10222.092307692308,1077.9089743589743
397,5574.883183568678,750.2156611039794
398,5496.522959183673,614.6160714285714
399,5558.84887459807,564.9823151125402
400,8745.718670076727,1200.6496163682864
401,7026.532051282052,646.8448717948718
402,5857.991025641026,615.4269230769231
403,7468.523748395379,736.6867779204108
404,4785.223978919631,571.3109354413702
405,4520.699614890886,487.70346598202826
406,6111.059050064185,474.06418485237486
407,3886.744372990354,314.65434083601286
408,4727.774774774774,465.0617760617761
409,5527.358514724712,543.6760563380282
410,6443.878048780488,802.2079589216945
411,9133.364916773367,700.8476312419974
412,9102.122186495177,644.7154340836013
413,7058.2170418006435,890.0192926045016
414,6427.97695262484,484.14084507042253
415,6234.834615384615,521.2807692307692
416,11012.00637755102,1398.3890306122448
417,7633.281129653402,804.002567394095
418,5275.851804123711,551.5528350515464
419,5311.158163265306,852.0612244897959
420,4540.3408360128615,403.1897106109325
421,9588.251275510203,1014.390306122449
422,4559.059948979592,464.5229591836735
423,10828.403397027601,1886.1305732484077
424,6925.756097560976,773.421052631579
425,3237.659793814433,434.3814432989691
426,5068.396662387677,633.839537869063
427,7643.243980738363,771.0930979133226
428,6287.5048231511255,526.5755627009646
429,5321.144694533762,429.4260450160772
430,8632.471061093247,699.9131832797427
431,9524.926829268292,1002.4544287548139
432,10982.871173469388,1554.7283163265306
433,5360.865429234339,615.7331786542924
434,9904.823151125402,741.6591639871383
435,3277.6919127086007,384.1630295250321
436,5509.484615384616,616.7410256410257
437,7366.717948717948,726.9448717948718
438,5153.723076923077,524.3269230769231
439,7294.942602040816,885.1364795918367
440,5156.078507078507,588.9626769626769
441,6328.351732991014,699.6534017971759
442,4379.133848133848,461.33590733590734
443,5251.096153846154,488.8551282051282
444,12188.706563706564,1423.1209781209782
445,8600.150773195875,1356.8659793814434
446,4932.165596919127,635.0564826700898
447,5307.622448979592,619.391581632653
448,8484.065468549423,741.9216944801027
449,11253.74647887324,1534.93085787452
450,8790.513513513513,1089.900900900901
451,5439.3239436619715,458.66325224071704
452,5149.841836734694,478.32525510204084
453,7775.446448703495,914.5749718151071
454,5794.123076923077,706.5833333333334
455,7371.391248391248,463.23423423423424
456,6190.5609756097565,895.3196405648267
457,4840.5530546623795,432.6897106109325
458,7582.117797695262,702.6722151088348
459,9176.75,1130.2015306122448
460,3736.0089743589742,345.28076923076924
461,4838.66537966538,476.5289575289575
462,4832.588461538461,606.2153846153847
463,6094.671373555841,969.4274711168164
464,10642.683673469388,1305.593112244898
465,7762.806658130602,604.6875800256082
466,7712.365853658536,755.7637997432606
467,13480.147625160462,1613.6508344030808
468,6669.660714285715,754.5841836734694
469,11901.456632653062,1520.6301020408164
470,13111.742268041236,1774.9703608247423
471,7109.752411575562,590.2041800643087
472,5204.651785714285,692.9515306122449
473,3552.3016688061616,486.5186136071887
474,7526.818414322251,736.806905370844
475,6473.81443298969,981.9342783505155
476,5851.6038461538465,649.7987179487179
477,6213.688102893891,449.887459807074
478,6806.948979591837,699.3928571428571
479,11230.879795396419,1328.8286445012789
480,4935.890306122449,623.4604591836735
481,5155.379001280409,476.7144686299616
482,8334.617647058823,920.9066496163683
483,4948.424358974359,650.0179487179487
484,7717.669642857143,739.8635204081633
485,4871.011254019292,420.9871382636656
486,4266.7432605905005,520.0231065468549
487,6999.2997448979595,676.7742346938776
488,3686.3188775510203,388.0012755102041
489,7306.367948717949,649.6294871794872
490,8249.728295819936,1063.7202572347267
491,6746.462033462033,527.2921492921492
492,7859.125407166124,1156.2475570032573
493,8295.668806161746,808.2618741976894
494,7649.296178343949,1079.6061571125265
495,5154.718146718146,394.9034749034749
496,7728.900510204082,830.2525510204082
497,9062.122919334188,1116.3572343149808
498,6996.5337620578775,884.5675241157556
499,5155.988416988417,737.6782496782497
500,5354.036977491962,395.55627009646304
501,5378.180064308682,587.8102893890675
502,10823.524547803618,1519.653746770026
503,6698.198717948718,470.5910256410256
504,6673.158163265306,953.405612244898
505,4776.280566280566,594.6113256113256
506,7581.344030808729,841.7021822849807
507,8455.770218228497,663.777920410783
508,6767.6997422680415,662.5128865979382
509,6125.062740076824,518.3124199743918
510,8196.739409499358,842.2002567394095
511,5662.320153061224,810.5982142857143
512,5510.978523489933,1287.971812080537
513,18179.089285714286,2096.3354591836733
514,5756.009646302251,603.9662379421222
515,9058.152759948653,738.3080872913993
516,5879.084724005134,760.5481386392811
517,5962.438735177866,650.9222661396575
518,5865.123595505618,504.3097913322632
519,5306.320153061224,559.0765306122449
520,3869.7321428571427,413.0573979591837
521,5181.014120667523,426.4929396662388
522,8222.889245585875,633.0224719101124
523,15530.605867346938,1782.9119897959183
524,7710.819523269012,818.5017026106697
525,10233.026819923372,875.5670498084291
526,10630.231457800512,1456.700767263427
527,10734.693982074265,1000.4903969270166
528,10704.444159178434,955.4492939666238
529,7823.783163265306,761.1926020408164
530,4634.323399558499,750.8057395143488
531,4901.934948979592,600.6071428571429
532,10894.865211810013,1278.9075738125803
533,9659.648648648648,902.2316602316603
534,7519.556982343499,568.6966292134831
535,8115.771501925546,922.6136071887034
536,8323.613607188703,883.0346598202824
537,5580.178893178893,604.2329472329473
538,3859.0242346938776,567.9247448979592
539,11310.963022508038,1142.2797427652733
540,5648.990353697749,391.3118971061093
541,6720.812580231065,857.0834403080873
542,6246.641479099679,531.6398713826367
543,2790.3802816901407,240.18309859154928
544,14094.498717948718,1845.071794871795
545,10635.256739409499,1026.8177150192555
546,13681.53443877551,1621.279336734694
547,5752.490353697749,442.2475884244373
548,5066.426527958388,400.4005201560468
549,4642.716836734694,547.7130102040817
550,5973.627400768246,496.6491677336748
551,6559.378826530612,987.7423469387755
552,7721.866837387965,689.8962868117798
553,7038.598455598456,638.7464607464608
554,4481.014030612245,546.015306122449
555,5173.860353130016,479.0256821829856
556,7178.753512132823,830.7241379310345
557,4383.079691516709,676.0167095115681
558,3241.5242346938776,453.02933673469386
559,5882.961538461538,750.2782051282052
560,13612.859437751003,1640.2771084337348
561,6913.826700898588,682.9152759948652
562,17969.55626326964,3105.0530785562632
563,5513.492268041237,702.6237113402062
564,5528.115532734275,488.6341463414634
565,6636.4172015404365,792.3170731707318
566,4904.639030612245,544.843112244898
567,5241.504492939666,671.4197689345315
568,4877.496798975672,413.90012804097313
569,4519.556122448979,652.8520408163265
570,4535.404364569961,661.790757381258
571,7742.750803858521,575.6382636655949
572,6888.75,571.5154639175257
573,3974.773311897106,335.40514469453376
574,8898.217503217504,666.5740025740025
575,5367.566613162119,492.95666131621186
576,6982.517857142857,965.0701530612245
577,4953.4170918367345,583.3762755102041
578,8164.39178690344,773.6392896781354
579,8294.347881899872,911.4017971758665
580,10197.661989795919,1602.7474489795918
581,5333.718870346598,587.6469833119384
582,7023.083120204604,863.3184143222506
583,4311.907692307693,449.08076923076925
584,4734.89628681178,433.43405889884764
585,5675.156887755102,862.9987244897959
586,15131.960051546392,2361.4149484536083
587,9663.285714285714,685.6886035313001
588,6154.610969387755,661.1466836734694
589,4672.622192866578,493.8678996036988
590,4984.169884169884,391.5997425997426
591,5700.705276705276,498.72200772200773
592,4448.5109114249035,570.01026957638
593,9507.956632653062,1231.766581632653
594,4155.866071428572,456.67602040816325
595,15019.109693877552,1763.4132653061224
596,4505.818877551021,698.3864795918367
597,5080.224646983312,727.5250320924262
598,5892.2926045016075,728.6012861736334
599,9769.727040816326,875.5637755102041
600,6996.617346938776,619.2538265306123
601,4875.769526248399,394.29065300896286
602,6300.167733674776,614.1971830985915
603,6933.314136125655,945.6348167539267
604,7963.988745980708,591.7636655948553
605,7026.735218508998,508.7146529562982
606,5839.210459183673,620.8214285714286
607,3901.910485933504,414.07544757033247
608,9326.971794871795,942.5756410256411
609,4638.048469387755,504.6198979591837
610,4197.630295250321,520.3992297817715
611,5792.303858520901,490.524115755627
612,6816.088282504013,424.1781701444623
613,6728.372122762148,1000.8503836317135
614,6590.615384615385,941.1858974358975
615,9712.421254801537,1240.1075544174137
616,8487.512195121952,830.421052631579
617,6359.165384615385,574.6948717948718
618,6830.578745198463,505.5672215108835
619,4303.602893890676,428.88263665594855
620,7773.766881028939,709.3585209003215
621,5916.224646983312,806.4967907573813
622,4317.961734693878,430.0
623,7127.467447916667,832.2096354166666
624,7019.06675224647,682.8831835686777
625,6300.195121951219,616.8536585365854
626,9382.529487179487,829.624358974359
627,5991.252240717029,615.617157490397
628,6231.0829081632655,762.9387755102041
629,7652.739549839228,678.6382636655949
630,6935.852374839538,793.5763799743261
631,5400.307397959184,638.4413265306123
632,7028.774234693878,903.6135204081633
633,7207.2170418006435,549.7797427652733
634,6713.289743589744,651.2025641025641
635,5909.244871794872,596.7166666666667
636,5927.699839486357,714.8218298555378
637,8707.263665594855,693.0643086816721
638,6009.605177993528,507.7135922330097
639,4734.697047496791,485.98331193838254
640,11533.978177150193,879.5083440308088
641,5764.295250320924,538.0641848523749
642,3652.7098844672655,479.8818998716303
643,7994.431122448979,1020.2436224489796
644,9353.057432432432,1029.5135135135135
645,10730.2574002574,1327.2921492921494
646,5025.926045016077,706.4083601286173
647,5774.5752551020405,677.4910714285714
648,6573.996173469388,609.8214285714286
649,3683.7923076923075,386.67820512820515
650,6391.008038585209,663.8247588424438
651,7615.865211810013,948.4197689345315
652,6637.632992327366,681.0153452685422
653,5915.504492939666,500.17971758664953
654,6475.152564102564,684.1833333333333
655,8031.711168164314,687.4467265725289
656,3245.192061459667,379.1664532650448
657,6054.715206185567,766.1546391752578
658,6058.83055198973,598.6264441591784
659,5643.966709346991,685.0717029449423
660,4616.599678456591,497.46945337620576
661,7157.221066319896,589.0884265279584
662,8439.524234693878,771.3456632653061
663,4786.2258916776755,652.9260237780713
664,4946.3564102564105,602.4089743589743
665,8207.252903225806,1259.189677419355
666,7016.610038610039,654.8378378378378
667,8786.501915708812,793.330779054917
668,8940.853316326531,1156.7295918367347
669,4514.2347266881025,393.92122186495175
670,6589.94847020934,700.5958132045089
671,5935.5,593.8569131832797
672,8837.105128205128,1389.2141025641026
673,7126.018018018018,582.7335907335907
674,8193.349865951743,1014.1219839142091
675,4278.189500640205,448.37131882202306
676,7687.464052287582,1687.5936819172114
677,7938.98231511254,637.6736334405144
678,7299.937098844673,825.3196405648267
679,9943.924744897959,1061.4183673469388
680,5205.306122448979,791.0191326530612
681,3561.5071707953066,488.9400260756193
682,11207.408704883228,1758.8428874734607
683,9147.085459183674,878.3022959183673
684,7721.36655948553,619.2106109324759
685,6630.550706033376,612.4531450577664
686,6250.410256410257,753.7179487179487
687,8372.464698331194,734.3838254172016
688,3615.8333333333335,364.1474358974359
689,7046.112676056338,713.4519846350832
690,5589.987163029525,792.1514762516047
691,8371.011553273427,621.3106546854942
692,6588.4172015404365,797.0654685494223
693,6607.938540332906,494.5339308578745
694,8047.522508038585,776.3183279742765
695,5393.123234916559,513.8793324775353
696,7850.139030612245,995.5892857142857
697,10656.173299101412,1004.6418485237484
698,15564.119897959185,1936.6122448979593
699,8320.129242819843,978.2140992167102
700,4356.482166446499,527.1360634081902
701,5778.974276527331,629.6479099678456
702,4373.971061093248,347.21864951768487
703,3290.5340179717587,352.5571245186136
704,10393.865900383142,1077.5478927203064
705,7967.267008985879,959.3324775353017
706,5743.2652733118975,524.4324758842444
707,8319.731707317073,913.9537869062901
708,4571.989825581395,472.95348837209303
709,9886.915816326531,1297.7372448979593
710,4546.652733118971,373.1864951768489
711,6914.39165329053,511.3194221508828
712,6421.442122186495,574.676848874598
713,10718.055198973043,1313.7663671373555
714,4553.947232947233,331.1222651222651
715,6491.095360824742,675.4033505154639
716,5717.081993569132,454.3086816720257
717,5552.894736842105,559.421052631579
718,7911.313700384123,855.2394366197183
719,5383.604501607717,456.7524115755627
720,7166.128826530612,717.4795918367347
721,7673.413265306122,756.204081632653
722,9836.646683673469,1583.0663265306123
723,7032.10371318822,566.8386683738796
724,6812.905006418485,699.1065468549423
725,5747.4247448979595,595.3571428571429
726,11048.673076923076,1064.5333333333333
727,4529.290653008963,452.8335467349552
728,5245.70785070785,458.06048906048903
729,10548.913992297817,1082.3350449293966
730,8055.372448979592,984.2755102040817
731,9249.2293814433,950.9175257731958
732,5816.439411098528,661.4597961494903
733,14933.288747346072,3403.458598726115
734,5980.523748395379,566.0513478818999
735,5518.541025641026,544.3371794871795
736,5244.075562700965,509.2829581993569
737,6117.901155327343,898.4120667522465
738,8508.600770218229,701.7150192554557
739,9557.665594855305,765.3038585209003
740,6978.176696542893,509.15108834827146
741,7619.468112244898,920.2308673469388
742,8025.888318356868,872.7766367137356
743,3816.5897435897436,418.3282051282051
744,7457.067768595041,834.8115702479339
745,7499.078205128205,709.6294871794872
746,6039.549295774648,509.04993597951346
747,8027.1461538461535,701.3474358974358
748,5737.6765083440305,487.65725288831834
749,5189.860077021823,636.4313222079589
750,4997.352090032155,402.8022508038585
751,4216.215661103979,573.7432605905007
752,5251.659820282413,459.3992297817715
753,8710.279845956355,764.3157894736842
754,8086.957800511509,965.5588235294117
755,10483.216389244559,895.4199743918053
756,16574.816431322208,2346.5725288831836
757,6219.787644787645,535.8558558558559
758,4868.3669250646,636.8152454780362
759,7010.137355584082,774.4480102695763
760,7638.3642213642215,1227.2458172458173
761,8729.478316326531,994.9464285714286
762,3886.8899082568805,389.6356487549148
763,6125.251275510204,586.2755102040817
764,3538.9882659713167,396.2685788787484
765,8506.867438867439,710.7142857142857
766,6123.943729903537,529.7025723472669
767,6023.40306122449,615.297193877551
768,12991.838010204081,1345.4426020408164
769,10825.902335456476,3081.052016985138
770,6477.788189987163,733.2605905006418
771,6722.011254019292,689.0225080385852
